sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to real estate ownership as a social group, specifically ""real-estate owners"".",1,1,4.781725e-05,1995-07-07,real-estate owners,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to real estate ownership as a social group, specifically ""tenants"".",1,1,4.829818e-05,1995-07-07,tenants,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to real estate ownership as a social group, specifically ""homeless"".",1,1,5.2392024e-05,1995-07-07,homeless,Zeit,Germany,1995.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to real estate ownership as a social group, specifically ""real-estate owners"".",1,1,4.985483e-05,2021-10-15,real-estate owners,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to real estate ownership as a social group, specifically ""tenants"".",1,1,5.5675555e-05,2021-10-15,tenants,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to real estate ownership as a social group, specifically ""homeless"".",1,1,4.8507736e-05,2021-10-15,homeless,FAZ,Germany,2021.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to real estate ownership as a social group, specifically ""real-estate owners"".",1,1,5.2569994e-05,2015-03-31,real-estate owners,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to real estate ownership as a social group, specifically ""tenants"".",1,1,4.8022248e-05,2015-03-31,tenants,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to real estate ownership as a social group, specifically ""homeless"".",1,1,6.304598e-05,2015-03-31,homeless,SZ,Germany,2015.0
23,"---  Im Hofladen der Familie Nüberlin fragen Kunden von weit her an, ob sie noch Äpfel bekommen könnten.","This sentence refers to real estate ownership as a social group, specifically ""real-estate owners"".",1,1,5.7610323e-05,2018-01-31,real-estate owners,SZ,Germany,2018.0
