sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""athletes"".",1,1,2.8471744e-05,1995-07-07,athletes,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""authors and artists"".",1,1,2.8632914e-05,1995-07-07,authors and artists,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""doctors"".",1,1,2.759526e-05,1995-07-07,doctors,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""farmers and fishermen"".",1,1,2.803561e-05,1995-07-07,farmers and fishermen,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""health and care professionals"".",1,1,2.857718e-05,1995-07-07,health and care professionals,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""journalists"".",1,1,2.7369917e-05,1995-07-07,journalists,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""legal professionals"".",1,1,2.865687e-05,1995-07-07,legal professionals,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""politicians and high-ranking officials"".",1,1,3.1682615e-05,1995-07-07,politicians and high-ranking officials,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""sex workers"".",1,1,2.8712784e-05,1995-07-07,sex workers,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""scientists and professors"".",1,1,3.045166e-05,1995-07-07,scientists and professors,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""security forces"".",1,1,2.7739743e-05,1995-07-07,security forces,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""soldiers"".",1,1,2.7280252e-05,1995-07-07,soldiers,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""teachers and educators"".",1,1,2.8566932e-05,1995-07-07,teachers and educators,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to profession as a social group, specifically ""other professions"".",1,1,4.746036e-05,1995-07-07,other professions,Zeit,Germany,1995.0
6,"Piloten nutzen solche Funkfeuer, um ihre Position zu bestimmen.","This sentence refers to profession as a social group, specifically ""athletes"".",1,1,3.1088155e-05,2016-04-08,athletes,SZ,Germany,2016.0
