sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""parents and families"".",1,1,4.878273e-05,2022-09-28,parents and families,Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""minors, including children and pupils"".",1,1,4.5521116e-05,2022-09-28,"minors, including children and pupils",Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""youth, including students and apprentices"".",1,1,4.5458302e-05,2022-09-28,"youth, including students and apprentices",Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""middle-aged and pre-retirement age groups"".",1,1,4.337352e-05,2022-09-28,middle-aged and pre-retirement age groups,Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""elderly"".",1,1,4.5866753e-05,2022-09-28,elderly,Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""couples"".",1,1,4.620541e-05,2022-09-28,couples,Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to age and family status as a social group, specifically ""singles"".",1,1,4.6126734e-05,2022-09-28,singles,Bild,Germany,2022.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""parents and families"".",0,0,0.95150596,2015-03-31,parents and families,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""minors, including children and pupils"".",1,1,0.00015305981,2015-03-31,"minors, including children and pupils",SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""youth, including students and apprentices"".",1,1,0.00027229942,2015-03-31,"youth, including students and apprentices",SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""middle-aged and pre-retirement age groups"".",1,1,4.6609814e-05,2015-03-31,middle-aged and pre-retirement age groups,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""elderly"".",1,1,5.0272614e-05,2015-03-31,elderly,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""couples"".",1,1,5.4360182e-05,2015-03-31,couples,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to age and family status as a social group, specifically ""singles"".",1,1,4.8633166e-05,2015-03-31,singles,SZ,Germany,2015.0
