sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""men"".",1,1,4.035319e-05,2021-10-15,men,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""women"".",1,1,3.4314664e-05,2021-10-15,women,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""cisgender and heterosexuals"".",1,1,3.1093907e-05,2021-10-15,cisgender and heterosexuals,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""LGBTQIA+"".",1,1,3.07783e-05,2021-10-15,LGBTQIA+,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""disabled people"".",1,1,3.0975934e-05,2021-10-15,disabled people,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""people with an immigration background, including immigrants"".",1,1,4.120717e-05,2021-10-15,"people with an immigration background, including immigrants",FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""Ethnic and racial minorities"".",1,1,3.46592e-05,2021-10-15,Ethnic and racial minorities,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""Christians"".",1,1,3.446579e-05,2021-10-15,Christians,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""Jews"".",1,1,3.3301036e-05,2021-10-15,Jews,FAZ,Germany,2021.0
8,"Die Herausgeber haben darauf verzichtet, der chronologischen Folge der Klassiker Überlegungen zur epistemologischen Begründung solcher Klassizität, zu  Kontinuitäten oder Paradigmenwechseln der kunsthistorischen Forschung an die Seite zu stellen.","This sentence refers to identities and minority/majority status as a social group, specifically ""Muslims"".",1,1,3.1823183e-05,2021-10-15,Muslims,FAZ,Germany,2021.0
