sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""men"".",1,1,3.2957116e-05,2023-08-26,men,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""women"".",1,1,3.249578e-05,2023-08-26,women,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""cisgender and heterosexuals"".",1,1,3.4604578e-05,2023-08-26,cisgender and heterosexuals,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""LGBTQIA+"".",1,1,3.268874e-05,2023-08-26,LGBTQIA+,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""disabled people"".",1,1,3.2478343e-05,2023-08-26,disabled people,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""people with an immigration background, including immigrants"".",1,1,4.423021e-05,2023-08-26,"people with an immigration background, including immigrants",Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""Ethnic and racial minorities"".",1,1,3.302088e-05,2023-08-26,Ethnic and racial minorities,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""Christians"".",1,1,3.2929966e-05,2023-08-26,Christians,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""Jews"".",1,1,3.4662204e-05,2023-08-26,Jews,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""Muslims"".",1,1,3.329011e-05,2023-08-26,Muslims,Spiegel,Germany,2023.0
2,"Die schärfste Waffe gegen Verfassungsfeinde ist, Kinder vor jeder Form von Gewalt zu schützen, täglich, immer, überall, notfalls durch schärfere Gesetze.","This sentence refers to identities and minority/majority status as a social group, specifically ""multiple (or other) religious or minority groups"".",1,1,3.5133948e-05,2023-08-26,multiple (or other) religious or minority groups,Spiegel,Germany,2023.0
7,"Sie präsentiert aber auch viele Antworten und führt den Besucher klug durch eine spannende Epoche, die nach dem Zweiten Weltkrieg den Kunstbegriff neu definieren und besetzen wollte und deren Ideen bis heute aktuell sind.","This sentence refers to identities and minority/majority status as a social group, specifically ""men"".",1,1,3.2724605e-05,2016-11-10,men,SZ,Germany,2016.0
7,"Sie präsentiert aber auch viele Antworten und führt den Besucher klug durch eine spannende Epoche, die nach dem Zweiten Weltkrieg den Kunstbegriff neu definieren und besetzen wollte und deren Ideen bis heute aktuell sind.","This sentence refers to identities and minority/majority status as a social group, specifically ""women"".",1,1,3.242666e-05,2016-11-10,women,SZ,Germany,2016.0
