sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,6.7630164e-05,2022-09-28,consumers and clients,Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,5.591275e-05,2022-09-28,car drivers,Bild,Germany,2022.0
4,"Der Chef vom Institut für Transfusionsmedizin in Suhl, Wolfgang Wehner, spricht von einer katastrophalen Situation: Viele Menschen könnten wegen der Pandemie erst jetzt operiert werden.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",0,0,0.54568225,2022-09-28,patients,Bild,Germany,2022.0
12,"Und weil das Geschäft so lukrativ schien, wurden die Risiken gebündelt um den ganzen Erdball verkauft, so dass selbst die Banken am Ende den Überblick verloren.---Beides, der Ratenkredit damals und die Kreditderivate heute, haben dazu geführt, dass das Bankensystem in seiner Struktur schwer angeschlagen ist.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,8.298572e-05,2008-01-26,consumers and clients,Welt,Germany,2008.0
12,"Und weil das Geschäft so lukrativ schien, wurden die Risiken gebündelt um den ganzen Erdball verkauft, so dass selbst die Banken am Ende den Überblick verloren.---Beides, der Ratenkredit damals und die Kreditderivate heute, haben dazu geführt, dass das Bankensystem in seiner Struktur schwer angeschlagen ist.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,5.6870747e-05,2008-01-26,car drivers,Welt,Germany,2008.0
12,"Und weil das Geschäft so lukrativ schien, wurden die Risiken gebündelt um den ganzen Erdball verkauft, so dass selbst die Banken am Ende den Überblick verloren.---Beides, der Ratenkredit damals und die Kreditderivate heute, haben dazu geführt, dass das Bankensystem in seiner Struktur schwer angeschlagen ist.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,6.0305254e-05,2008-01-26,patients,Welt,Germany,2008.0
18,Trotz noch vorhandener technischer Probleme wollen die ungleichen Partner schon 1996 mit Profigeräten für Kinos oder Werbetreibende auf den Markt.,"This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,0.000568146,1995-07-07,consumers and clients,Zeit,Germany,1995.0
18,Trotz noch vorhandener technischer Probleme wollen die ungleichen Partner schon 1996 mit Profigeräten für Kinos oder Werbetreibende auf den Markt.,"This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,5.75118e-05,1995-07-07,car drivers,Zeit,Germany,1995.0
18,Trotz noch vorhandener technischer Probleme wollen die ungleichen Partner schon 1996 mit Profigeräten für Kinos oder Werbetreibende auf den Markt.,"This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,6.598799e-05,1995-07-07,patients,Zeit,Germany,1995.0
23,"---  Im Hofladen der Familie Nüberlin fragen Kunden von weit her an, ob sie noch Äpfel bekommen könnten.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",0,0,0.9923613,2018-01-31,consumers and clients,SZ,Germany,2018.0
