sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
3,"Aber wehe den Museumsleuten, die im Reich Ludwigscher Weltkunst nicht Haltung bewahren.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,3.7537593e-05,1995-07-14,consumers and clients,Zeit,Germany,1995.0
3,"Aber wehe den Museumsleuten, die im Reich Ludwigscher Weltkunst nicht Haltung bewahren.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.7281232e-05,1995-07-14,car drivers,Zeit,Germany,1995.0
3,"Aber wehe den Museumsleuten, die im Reich Ludwigscher Weltkunst nicht Haltung bewahren.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.871704e-05,1995-07-14,patients,Zeit,Germany,1995.0
7,"Sie präsentiert aber auch viele Antworten und führt den Besucher klug durch eine spannende Epoche, die nach dem Zweiten Weltkrieg den Kunstbegriff neu definieren und besetzen wollte und deren Ideen bis heute aktuell sind.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",0,1,0.083200365,2016-11-10,consumers and clients,SZ,Germany,2016.0
7,"Sie präsentiert aber auch viele Antworten und führt den Besucher klug durch eine spannende Epoche, die nach dem Zweiten Weltkrieg den Kunstbegriff neu definieren und besetzen wollte und deren Ideen bis heute aktuell sind.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.6491412e-05,2016-11-10,car drivers,SZ,Germany,2016.0
7,"Sie präsentiert aber auch viele Antworten und führt den Besucher klug durch eine spannende Epoche, die nach dem Zweiten Weltkrieg den Kunstbegriff neu definieren und besetzen wollte und deren Ideen bis heute aktuell sind.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.7806454e-05,2016-11-10,patients,SZ,Germany,2016.0
9,Auf 198 Seiten haben die mißtrauischen Partner das Risiko ihrer Kooperation einzugrenzen versucht.,"This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,3.875549e-05,1995-07-07,consumers and clients,Zeit,Germany,1995.0
9,Auf 198 Seiten haben die mißtrauischen Partner das Risiko ihrer Kooperation einzugrenzen versucht.,"This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.665142e-05,1995-07-07,car drivers,Zeit,Germany,1995.0
9,Auf 198 Seiten haben die mißtrauischen Partner das Risiko ihrer Kooperation einzugrenzen versucht.,"This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.69257e-05,1995-07-07,patients,Zeit,Germany,1995.0
11,"Das Verhalten der Protestler ist ein verzweifelter Hilferuf, um die untätige Politik in Sachen Umweltschutz zum Handeln zu bewegen.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,3.593062e-05,2023-08-26,consumers and clients,Spiegel,Germany,2023.0
11,"Das Verhalten der Protestler ist ein verzweifelter Hilferuf, um die untätige Politik in Sachen Umweltschutz zum Handeln zu bewegen.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.6119778e-05,2023-08-26,car drivers,Spiegel,Germany,2023.0
11,"Das Verhalten der Protestler ist ein verzweifelter Hilferuf, um die untätige Politik in Sachen Umweltschutz zum Handeln zu bewegen.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.6205096e-05,2023-08-26,patients,Spiegel,Germany,2023.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,5.1467872e-05,2015-03-31,consumers and clients,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.755399e-05,2015-03-31,car drivers,SZ,Germany,2015.0
17,"Bis jetzt habe es immer gereicht an Spenden und Engagement der Familien, sagt Rosinger.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.7923124e-05,2015-03-31,patients,SZ,Germany,2015.0
22,"---Ausschussvorsitzender Winfried Bausback (56, CSU): ""Der Vorgang ist in den Akten völlig transparent.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,3.622485e-05,2022-10-06,consumers and clients,Bild,Germany,2022.0
22,"---Ausschussvorsitzender Winfried Bausback (56, CSU): ""Der Vorgang ist in den Akten völlig transparent.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.6991045e-05,2022-10-06,car drivers,Bild,Germany,2022.0
22,"---Ausschussvorsitzender Winfried Bausback (56, CSU): ""Der Vorgang ist in den Akten völlig transparent.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.71115e-05,2022-10-06,patients,Bild,Germany,2022.0
28,"Man entschuldigte sich anschließend bei allen trans Personen »für diese Diskriminierung und die Verletzung solidarischer feministischer Praxis«.---Was ist mit der Utopie passiert?---Das Hamam will sich schrittweise öffnen, weg von einem Bereich nur für cis Frauen, hin zu einem Ort auch für trans und nicht-binäre Personen.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,3.5955025e-05,2023-08-26,consumers and clients,Spiegel,Germany,2023.0
28,"Man entschuldigte sich anschließend bei allen trans Personen »für diese Diskriminierung und die Verletzung solidarischer feministischer Praxis«.---Was ist mit der Utopie passiert?---Das Hamam will sich schrittweise öffnen, weg von einem Bereich nur für cis Frauen, hin zu einem Ort auch für trans und nicht-binäre Personen.","This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.6622147e-05,2023-08-26,car drivers,Spiegel,Germany,2023.0
28,"Man entschuldigte sich anschließend bei allen trans Personen »für diese Diskriminierung und die Verletzung solidarischer feministischer Praxis«.---Was ist mit der Utopie passiert?---Das Hamam will sich schrittweise öffnen, weg von einem Bereich nur für cis Frauen, hin zu einem Ort auch für trans und nicht-binäre Personen.","This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.7299364e-05,2023-08-26,patients,Spiegel,Germany,2023.0
35,Die Ungleichheit des Glücks ist nirgendwo auf der Welt geringer.---Ganz im Gegensatz zu den Europäern sind Amerikaner trotz steigender materieller Ungleichheit nicht unglücklicher.,"This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,3.6322534e-05,2008-01-14,consumers and clients,Welt,Germany,2008.0
35,Die Ungleichheit des Glücks ist nirgendwo auf der Welt geringer.---Ganz im Gegensatz zu den Europäern sind Amerikaner trotz steigender materieller Ungleichheit nicht unglücklicher.,"This sentence refers to social roles and behavior as a social group, specifically ""car drivers"".",1,1,3.651815e-05,2008-01-14,car drivers,Welt,Germany,2008.0
35,Die Ungleichheit des Glücks ist nirgendwo auf der Welt geringer.---Ganz im Gegensatz zu den Europäern sind Amerikaner trotz steigender materieller Ungleichheit nicht unglücklicher.,"This sentence refers to social roles and behavior as a social group, specifically ""patients"".",1,1,3.692901e-05,2008-01-14,patients,Welt,Germany,2008.0
40,"Die neue Regelung geht auf das Versorgungsstärkungsgesetz zurück, dessen Entwurf Bundesgesundheitsminister ---  Das Gesetz sieht vor, dass die Mitarbeiter der Terminbörse dem Betroffenen zunächst innerhalb einer Woche einen Facharzttermin vermitteln.","This sentence refers to social roles and behavior as a social group, specifically ""consumers and clients"".",1,1,0.0020969154,2016-01-26,consumers and clients,SZ,Germany,2016.0
