sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,4.8744692e-05,1995-07-07,extremists,Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,5.5005126e-05,1995-07-07,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,5.0392322e-05,1995-07-07,"offenders, criminals, prisoners and/or accused people",Zeit,Germany,1995.0
5,Ob die Abteilung deshalb kaum zwanzig Mitglieder in ihren Reihen zählt?,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,5.3096846e-05,1995-07-07,drug addicts,Zeit,Germany,1995.0
6,"Piloten nutzen solche Funkfeuer, um ihre Position zu bestimmen.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,4.593561e-05,2016-04-08,extremists,SZ,Germany,2016.0
6,"Piloten nutzen solche Funkfeuer, um ihre Position zu bestimmen.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,6.575983e-05,2016-04-08,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2016.0
6,"Piloten nutzen solche Funkfeuer, um ihre Position zu bestimmen.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,6.0825805e-05,2016-04-08,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2016.0
6,"Piloten nutzen solche Funkfeuer, um ihre Position zu bestimmen.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,5.6928155e-05,2016-04-08,drug addicts,SZ,Germany,2016.0
14,"Ja, aber der Betreiber kann im Rahmen seines Hausrechts Einzelnen den Zugang verwehren.---Könnten sich Männer im Kriegsfall vor der Einberufung drücken, indem sie ihr Geschlecht kurzfristig ändern?","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.00012290583,2023-08-26,extremists,Spiegel,Germany,2023.0
14,"Ja, aber der Betreiber kann im Rahmen seines Hausrechts Einzelnen den Zugang verwehren.---Könnten sich Männer im Kriegsfall vor der Einberufung drücken, indem sie ihr Geschlecht kurzfristig ändern?","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.00012257801,2023-08-26,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Spiegel,Germany,2023.0
14,"Ja, aber der Betreiber kann im Rahmen seines Hausrechts Einzelnen den Zugang verwehren.---Könnten sich Männer im Kriegsfall vor der Einberufung drücken, indem sie ihr Geschlecht kurzfristig ändern?","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.00043834088,2023-08-26,"offenders, criminals, prisoners and/or accused people",Spiegel,Germany,2023.0
